n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
5.0,1.0,1.0,7.0,6.0,10.0,5.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,1.0,0.8,-1.0
5.0,1.0,0.0,8.0,6.0,0.0,8.0,0.0,0.0,0.125,100.0,0.0,0.0,0.0,0.55,0.0,0.0,18.2,1.0,0.4,-1.0
8.0,1.0,0.0,1.0,15.0,4.0,0.0,1.0,6.0,0.547619048,240.0,0.5,1.0,0.0,0.30952381,0.0,0.0,28.25,8.0,2.75,-1.0
8.0,2.0,2.0,3.0,15.0,8.0,2.0,2.0,7.0,0.285714286,48.0,0.0,0.0,0.5,0.5,1.0,1.0,4.875,1.0,0.75,-1.0
5.0,1.0,0.0,5.0,12.0,0.0,4.0,1.0,0.0,0.678571429,95.0,0.0,2.0,0.0,0.533333333,0.0,0.0,16.6,1.0,0.8,-1.0
4.0,1.0,0.0,5.0,10.0,4.0,5.0,0.0,0.0,1.243589744,298.0,0.0,0.0,0.0,0.444444444,0.0,0.0,67.0,4.0,1.75,-1.0
1.0,4.0,0.0,8.0,2.0,0.0,8.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
9.0,1.0,0.0,9.0,51.0,14.0,3.0,6.0,5.0,0.703125,414.0,0.75,2.0,0.0,0.303571429,0.0,0.0,44.11111111,4.0,1.0,-1.0
2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,2.5,1.0,0.5,-1.0
5.0,1.0,0.0,4.0,6.0,0.0,3.0,1.0,5.0,0.666666667,35.0,1.0,1.0,0.0,0.45,0.0,0.0,5.4,1.0,0.6,-1.0
1.0,4.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
16.0,2.0,0.0,11.0,33.0,26.0,9.0,2.0,11.0,0.688888889,332.0,0.666666667,1.0,0.566666667,0.175,1.0,5.0,19.1875,2.0,0.9375,-1.0
1.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
5.0,2.0,0.0,2.0,12.0,0.0,1.0,1.0,5.0,0.125,82.0,0.5,0.0,0.5,0.466666667,1.0,2.0,15.0,1.0,0.8,-1.0
5.0,2.0,0.0,4.0,7.0,6.0,1.0,3.0,4.0,0.75,24.0,1.0,2.0,0.571428571,0.625,0.0,0.0,3.4,1.0,0.6,-1.0
7.0,2.0,0.0,9.0,20.0,5.0,2.0,8.0,3.0,0.796296296,191.0,0.0,4.0,0.285714286,0.277777778,0.0,0.0,25.0,8.0,1.7143,-1.0
2.0,1.0,2.0,7.0,16.0,0.0,2.0,5.0,1.0,0.0,66.0,1.0,1.0,0.0,0.666666667,0.0,0.0,31.5,1.0,0.5,-1.0
3.0,3.0,0.0,4.0,7.0,3.0,0.0,4.0,3.0,2.0,20.0,0.0,0.0,0.777777778,0.555555556,2.0,3.0,5.666666667,1.0,0.6667,-1.0
8.0,2.0,0.0,3.0,15.0,0.0,1.0,2.0,0.0,0.571428571,158.0,1.0,0.0,0.5625,0.425,1.0,3.0,17.875,1.0,0.875,-1.0
4.0,3.0,0.0,4.0,18.0,2.0,0.0,4.0,2.0,0.777777778,78.0,0.333333333,1.0,0.777777778,0.416666667,1.0,2.0,17.75,1.0,0.5,-1.0
2.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,33.0,1.0,0.0,0.0,0.666666667,0.0,0.0,14.5,3.0,1.5,-1.0
5.0,1.0,1.0,8.0,6.0,10.0,6.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.466666667,0.0,0.0,0.6,1.0,0.8,-1.0
5.0,2.0,0.0,2.0,8.0,8.0,2.0,0.0,3.0,0.5,90.0,0.0,0.0,0.714285714,0.45,1.0,2.0,16.4,3.0,1.2,-1.0
6.0,1.0,5.0,5.0,18.0,5.0,5.0,0.0,1.0,0.6,88.0,0.5,0.0,0.0,0.7,0.0,0.0,13.33333333,1.0,0.5,-1.0
2.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
5.0,2.0,0.0,10.0,7.0,10.0,3.0,8.0,3.0,1.0,28.0,0.0,2.0,0.5,0.4,0.0,0.0,4.2,1.0,0.8,-1.0
5.0,2.0,0.0,2.0,6.0,10.0,1.0,1.0,4.0,2.0,15.0,0.0,0.0,0.5,1.0,1.0,2.0,2.0,1.0,0.8,-1.0
4.0,2.0,0.0,4.0,5.0,0.0,1.0,3.0,3.0,0.666666667,65.0,0.666666667,1.0,0.777777778,0.476190476,0.0,0.0,14.5,4.0,2.0,-1.0
