n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
5.0,2.0,0.0,11.0,26.0,10.0,4.0,9.0,5.0,2.0,210.0,0.0,0.0,0.903225806,0.4,2.0,2.0,41.0,1.0,0.6,2.0
1.0,1.0,0.0,8.0,1.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,1.0,0.0,11.0,1.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6.0,1.0,4.0,12.0,18.0,7.0,4.0,8.0,3.0,0.666666667,99.0,1.0,1.0,0.0,0.416666667,0.0,0.0,15.0,4.0,1.8333,1.0
3.0,2.0,0.0,4.0,14.0,0.0,1.0,3.0,2.0,0.25,108.0,1.0,1.0,0.666666667,0.611111111,0.0,0.0,34.33333333,2.0,1.0,2.0
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3.0,2.0,0.0,2.0,6.0,3.0,0.0,2.0,1.0,2.0,12.0,0.0,0.0,0.714285714,0.666666667,1.0,2.0,3.0,1.0,0.6667,1.0
13.0,2.0,1.0,5.0,17.0,66.0,1.0,4.0,13.0,0.75,95.0,1.0,1.0,0.52173913,0.461538462,0.0,0.0,6.230769231,4.0,1.3846,1.0
5.0,1.0,3.0,6.0,6.0,0.0,5.0,1.0,4.0,0.625,30.0,1.0,1.0,0.0,0.466666667,0.0,0.0,4.6,2.0,1.0,1.0
12.0,1.0,6.0,16.0,28.0,40.0,12.0,5.0,11.0,0.848484848,159.0,0.833333333,2.0,0.0,0.238095238,0.0,0.0,11.75,2.0,1.0,2.0
10.0,1.0,0.0,5.0,10.0,45.0,3.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.266666667,0.0,0.0,0.0,1.0,1.0,2.0
3.0,1.0,0.0,9.0,3.0,3.0,6.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.933333333,0.0,0.0,0.0,1.0,1.0,1.0
3.0,1.0,0.0,9.0,3.0,3.0,8.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,1.0
6.0,1.0,0.0,2.0,13.0,0.0,0.0,2.0,6.0,0.4,51.0,1.0,0.0,0.0,0.833333333,0.0,0.0,7.166666667,1.0,0.8333,2.0
20.0,2.0,0.0,8.0,27.0,118.0,5.0,3.0,17.0,0.473684211,129.0,1.0,1.0,0.5,0.316666667,1.0,3.0,5.4,1.0,0.95,1.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,2.0
4.0,1.0,0.0,8.0,14.0,6.0,8.0,0.0,3.0,2.0,66.0,0.0,0.0,0.0,0.416666667,0.0,0.0,15.5,5.0,1.75,1.0
5.0,2.0,0.0,11.0,21.0,10.0,4.0,9.0,5.0,2.0,153.0,0.0,0.0,0.903225806,0.4,1.0,1.0,29.6,1.0,0.6,1.0
3.0,5.0,0.0,35.0,6.0,3.0,34.0,1.0,3.0,1.5,17.0,1.0,0.0,1.0,0.777777778,0.0,0.0,4.333333333,0.0,0.0,1.0
4.0,2.0,0.0,11.0,20.0,6.0,4.0,9.0,4.0,2.0,138.0,0.0,0.0,0.933333333,0.416666667,1.0,1.0,33.5,1.0,0.5,1.0
5.0,2.0,0.0,11.0,26.0,10.0,4.0,9.0,5.0,2.0,204.0,0.0,0.0,0.903225806,0.4,2.0,2.0,39.8,1.0,0.6,2.0
43.0,2.0,0.0,44.0,52.0,897.0,0.0,44.0,41.0,0.011904762,340.0,1.0,0.0,0.505882353,0.06760411,0.0,0.0,6.860465116,4.0,1.0698,1.0
9.0,5.0,0.0,30.0,19.0,0.0,25.0,5.0,9.0,0.625,204.0,1.0,0.0,0.777777778,0.355555556,0.0,0.0,21.11111111,1.0,0.4444,1.0
3.0,2.0,0.0,2.0,6.0,3.0,0.0,2.0,1.0,2.0,12.0,0.0,0.0,0.714285714,0.666666667,1.0,2.0,3.0,1.0,0.6667,1.0
4.0,2.0,0.0,3.0,17.0,0.0,1.0,2.0,2.0,0.555555556,109.0,0.333333333,0.0,0.571428571,0.45,0.0,0.0,25.5,6.0,2.0,2.0
8.0,5.0,0.0,48.0,15.0,6.0,45.0,3.0,8.0,0.80952381,94.0,1.0,0.0,0.666666667,0.375,1.0,1.0,10.0,2.0,1.0,2.0
3.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.777777778,0.0,0.0,0.0,1.0,1.0,1.0
9.0,4.0,0.0,4.0,19.0,8.0,1.0,3.0,8.0,0.75,280.0,1.0,0.0,0.75,0.333333333,1.0,2.0,29.88888889,10.0,2.1111,2.0
17.0,1.0,2.0,26.0,20.0,96.0,23.0,4.0,17.0,0.902777778,120.0,1.0,2.0,0.0,0.235294118,0.0,0.0,5.529411765,3.0,1.0588,2.0
3.0,1.0,0.0,5.0,3.0,3.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
