n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
6.0,1.0,0.0,27.0,6.0,15.0,26.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.541666667,0.0,0.0,0.0,1.0,1.0,-1.0
32.0,4.0,0.0,16.0,81.0,406.0,2.0,0.0,27.0,0.925558313,504.0,1.0,0.0,0.683673469,0.3,1.0,3.0,14.34375,1.0,0.9688,-1.0
4.0,2.0,0.0,5.0,6.0,4.0,1.0,4.0,2.0,0.666666667,21.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,1.0,0.5,-1.0
3.0,1.0,0.0,15.0,3.0,3.0,14.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,14.0,0.5,1.0,0.923076923,0.75,0.0,0.0,5.0,1.0,0.5,-1.0
3.0,2.0,0.0,10.0,5.0,3.0,7.0,3.0,1.0,1.0,18.0,0.0,1.0,0.8,0.75,1.0,1.0,4.666666667,1.0,0.3333,-1.0
3.0,1.0,0.0,8.0,4.0,0.0,8.0,0.0,3.0,0.5,20.0,1.0,0.0,0.0,0.666666667,0.0,0.0,5.0,1.0,0.6667,-1.0
1.0,1.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
14.0,1.0,0.0,10.0,34.0,65.0,1.0,0.0,13.0,0.355769231,207.0,1.0,0.0,0.0,0.404761905,0.0,0.0,13.21428571,3.0,1.1429,-1.0
13.0,2.0,0.0,11.0,50.0,46.0,0.0,0.0,10.0,0.783333333,267.0,1.0,0.0,0.428571429,0.323076923,0.0,0.0,19.15384615,8.0,1.5385,-1.0
11.0,1.0,0.0,6.0,12.0,25.0,4.0,2.0,11.0,0.8,78.0,1.0,1.0,0.0,0.363636364,0.0,0.0,5.636363636,2.0,1.0,-1.0
12.0,1.0,0.0,3.0,21.0,0.0,1.0,0.0,11.0,0.303030303,222.0,1.0,1.0,0.0,0.316666667,0.0,0.0,17.0,2.0,1.0,-1.0
14.0,1.0,0.0,12.0,41.0,35.0,5.0,7.0,11.0,0.153846154,230.0,1.0,0.0,0.0,0.276785714,0.0,0.0,15.35714286,3.0,1.1429,-1.0
4.0,1.0,0.0,4.0,7.0,0.0,1.0,3.0,4.0,0.333333333,31.0,1.0,2.0,0.0,0.4375,0.0,0.0,6.25,2.0,1.0,-1.0
15.0,2.0,0.0,9.0,40.0,77.0,3.0,7.0,12.0,0.666666667,286.0,1.0,1.0,0.606060606,0.5,1.0,1.0,17.86666667,2.0,0.9333,-1.0
47.0,4.0,0.0,15.0,108.0,865.0,1.0,0.0,45.0,0.920652174,896.0,1.0,0.0,0.592920354,0.221884498,2.0,4.0,17.63829787,3.0,1.0426,-1.0
1.0,1.0,0.0,34.0,1.0,0.0,34.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
5.0,1.0,0.0,6.0,17.0,10.0,4.0,2.0,4.0,2.0,112.0,0.0,0.0,0.0,0.25,0.0,0.0,21.4,3.0,1.6,-1.0
10.0,1.0,0.0,2.0,12.0,25.0,1.0,0.0,10.0,0.805555556,53.0,1.0,0.0,0.0,0.7,0.0,0.0,3.9,1.0,0.9,-1.0
3.0,1.0,0.0,20.0,3.0,3.0,19.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.583333333,0.0,0.0,0.0,1.0,1.0,-1.0
9.0,1.0,0.0,3.0,11.0,26.0,2.0,1.0,9.0,0.85,60.0,1.0,0.0,0.0,0.361111111,0.0,0.0,5.111111111,1.0,0.8889,-1.0
21.0,2.0,0.0,21.0,38.0,170.0,17.0,4.0,21.0,0.6625,224.0,1.0,1.0,0.333333333,0.253968254,1.0,9.0,9.476190476,1.0,0.7619,-1.0
10.0,1.0,0.0,27.0,19.0,15.0,25.0,2.0,10.0,0.755555556,138.0,1.0,1.0,0.0,0.233333333,1.0,1.0,12.3,6.0,1.9,-1.0
