n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
2.0,2.0,0.0,9.0,24.0,1.0,1.0,8.0,2.0,2.0,147.0,0.0,0.0,0.958333333,1.0,0.0,0.0,72.5,1.0,0.5,-1.0
1.0,1.0,0.0,13.0,1.0,0.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
12.0,1.0,0.0,4.0,37.0,0.0,3.0,1.0,1.0,0.766233766,340.0,1.0,0.0,0.0,0.818181818,0.0,0.0,26.16666667,3.0,1.6667,-1.0
10.0,3.0,6.0,20.0,21.0,23.0,18.0,2.0,5.0,0.814814815,151.0,1.0,1.0,0.692307692,0.228571429,1.0,2.0,13.8,1.0,0.8,-1.0
5.0,1.0,0.0,4.0,20.0,0.0,0.0,4.0,4.0,0.333333333,145.0,1.0,1.0,0.0,0.9,0.0,0.0,27.4,5.0,2.2,-1.0
10.0,3.0,2.0,7.0,26.0,29.0,2.0,5.0,6.0,0.555555556,162.0,1.0,0.0,0.804347826,0.5,0.0,0.0,15.0,4.0,1.2,-1.0
2.0,4.0,0.0,5.0,15.0,1.0,0.0,5.0,1.0,2.0,67.0,0.0,0.0,0.980392157,1.0,1.0,2.0,32.5,4.0,2.0,-1.0
3.0,1.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,0.75,104.0,0.5,0.0,0.0,0.666666667,0.0,0.0,33.0,1.0,0.6667,-1.0
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,-1.0
4.0,1.0,0.0,6.0,5.0,6.0,5.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,-1.0
8.0,1.0,0.0,6.0,21.0,28.0,3.0,3.0,6.0,1.0,70.0,0.0,0.0,0.0,0.175,0.0,0.0,7.625,3.0,1.25,-1.0
7.0,2.0,0.0,10.0,69.0,15.0,0.0,10.0,2.0,0.5,453.0,1.0,0.0,0.727272727,0.367346939,2.0,4.0,63.57142857,14.0,2.8571,-1.0
7.0,1.0,0.0,3.0,8.0,0.0,3.0,0.0,7.0,0.0,147.0,1.0,0.0,0.0,0.342857143,1.0,1.0,19.85714286,4.0,1.0,-1.0
7.0,4.0,2.0,10.0,23.0,3.0,2.0,8.0,6.0,0.666666667,139.0,1.0,2.0,0.853658537,0.428571429,1.0,3.0,18.28571429,4.0,1.7143,-1.0
2.0,2.0,0.0,6.0,11.0,1.0,1.0,5.0,2.0,2.0,41.0,0.0,0.0,0.958333333,1.0,0.0,0.0,19.5,1.0,0.5,-1.0
4.0,4.0,8.0,12.0,5.0,0.0,8.0,4.0,3.0,0.333333333,18.0,1.0,1.0,0.921052632,0.4375,0.0,0.0,3.25,1.0,0.75,-1.0
1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-1.0
11.0,3.0,0.0,14.0,39.0,19.0,1.0,13.0,9.0,0.75,332.0,1.0,1.0,0.787234043,0.327272727,1.0,1.0,28.63636364,21.0,3.0,-1.0
23.0,3.0,0.0,15.0,88.0,201.0,0.0,15.0,19.0,0.847107438,541.0,1.0,1.0,0.627118644,0.144927536,2.0,2.0,22.04347826,13.0,2.1304,-1.0
6.0,3.0,0.0,6.0,18.0,5.0,0.0,6.0,5.0,0.733333333,95.0,1.0,0.0,0.880952381,0.5,0.0,0.0,14.33333333,1.0,0.8333,-1.0
9.0,2.0,0.0,7.0,50.0,14.0,2.0,5.0,8.0,0.5625,348.0,1.0,1.0,0.884057971,0.481481481,2.0,4.0,37.22222222,8.0,3.4444,-1.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
2.0,3.0,0.0,4.0,15.0,1.0,0.0,4.0,0.0,2.0,59.0,0.0,0.0,0.952380952,0.666666667,1.0,1.0,28.5,1.0,0.5,-1.0
8.0,3.0,0.0,11.0,45.0,16.0,1.0,10.0,4.0,0.771428571,216.0,0.6,0.0,0.840909091,0.270833333,1.0,1.0,25.375,4.0,1.875,-1.0
13.0,5.0,0.0,11.0,34.0,68.0,5.0,7.0,12.0,0.75,199.0,1.0,0.0,0.837837838,0.292307692,2.0,8.0,14.15384615,5.0,2.1538,-1.0
