n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
2.0,2.0,0.0,10.0,9.0,1.0,1.0,9.0,1.0,1.0,36.0,0.0,0.0,0.947368421,0.625,1.0,1.0,16.0,1.0,0.5,-1.0
5.0,6.0,0.0,6.0,42.0,6.0,2.0,5.0,3.0,0.75,206.0,1.0,1.0,0.993993994,1.0,2.0,4.0,39.4,2.0,1.0,-1.0
6.0,6.0,0.0,12.0,35.0,3.0,7.0,5.0,3.0,0.711111111,248.0,0.333333333,0.0,0.994482759,0.342857143,1.0,2.0,38.83333333,10.0,3.0,-1.0
8.0,2.0,0.0,18.0,38.0,28.0,1.0,17.0,1.0,2.0,269.0,0.0,0.0,0.72,0.363636364,1.0,1.0,32.625,1.0,0.875,-1.0
2.0,2.0,0.0,7.0,6.0,1.0,1.0,6.0,1.0,2.0,28.0,0.0,0.0,0.947368421,0.625,1.0,1.0,13.0,1.0,0.5,-1.0
2.0,1.0,0.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
12.0,1.0,0.0,3.0,25.0,0.0,2.0,1.0,0.0,0.436363636,212.0,1.0,0.0,0.0,0.395833333,0.0,0.0,16.25,3.0,1.3333,-1.0
4.0,1.0,0.0,11.0,28.0,0.0,2.0,9.0,3.0,0.611111111,201.0,0.833333333,3.0,0.0,0.666666667,0.0,0.0,47.75,9.0,2.5,-1.0
4.0,2.0,0.0,4.0,9.0,0.0,1.0,3.0,0.0,0.444444444,80.0,1.0,0.0,0.7,0.357142857,1.0,2.0,18.25,5.0,1.75,-1.0
2.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
8.0,7.0,0.0,6.0,58.0,20.0,2.0,6.0,3.0,0.8,293.0,1.0,0.0,0.989393939,0.375,3.0,6.0,35.0,5.0,1.375,-1.0
7.0,1.0,0.0,36.0,7.0,21.0,36.0,0.0,7.0,2.0,7.0,0.0,0.0,0.0,0.523809524,0.0,0.0,0.0,1.0,1.0,-1.0
11.0,2.0,0.0,6.0,31.0,11.0,4.0,4.0,10.0,0.725,232.0,0.75,1.0,0.7,0.425,1.0,3.0,19.72727273,3.0,1.5455,-1.0
2.0,8.0,0.0,13.0,28.0,1.0,3.0,13.0,2.0,2.0,120.0,0.0,0.0,0.998835856,0.75,3.0,4.0,59.0,8.0,4.0,-1.0
1.0,3.0,0.0,5.0,2.0,0.0,3.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
6.0,2.0,0.0,16.0,46.0,15.0,3.0,13.0,6.0,2.0,279.0,0.0,0.0,0.782608696,0.229166667,1.0,1.0,45.5,1.0,0.8333,-1.0
5.0,6.0,0.0,4.0,35.0,0.0,2.0,3.0,3.0,0.714285714,404.0,1.0,0.0,0.993993994,0.5,3.0,5.0,77.0,5.0,1.8,-1.0
