n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
3.0,1.0,0.0,5.0,8.0,1.0,0.0,5.0,2.0,0.5,21.0,1.0,0.0,0.0,0.5,0.0,0.0,5.666666667,1.0,0.3333,-1.0
3.0,3.0,0.0,13.0,28.0,3.0,0.0,13.0,3.0,2.0,142.0,0.0,0.0,0.777777778,0.555555556,0.0,0.0,46.33333333,9.0,3.3333,-1.0
12.0,2.0,0.0,15.0,28.0,54.0,1.0,14.0,12.0,0.590909091,117.0,1.0,1.0,0.476190476,0.21875,1.0,3.0,8.583333333,1.0,0.9167,-1.0
14.0,1.0,0.0,14.0,46.0,0.0,5.0,9.0,9.0,0.730769231,544.0,1.0,0.0,0.0,0.285714286,0.0,0.0,37.28571429,8.0,3.2857,-1.0
3.0,3.0,0.0,7.0,15.0,3.0,0.0,7.0,3.0,2.0,46.0,0.0,0.0,0.777777778,0.555555556,0.0,0.0,14.33333333,3.0,1.3333,-1.0
6.0,1.0,0.0,6.0,22.0,0.0,4.0,3.0,5.0,0.0,154.0,1.0,0.0,0.0,0.5,0.0,0.0,24.5,7.0,3.0,-1.0
8.0,1.0,18.0,34.0,36.0,22.0,18.0,16.0,0.0,0.771428571,181.0,1.0,0.0,0.0,0.346938776,0.0,0.0,21.0,5.0,1.75,-1.0
4.0,2.0,0.0,6.0,16.0,2.0,0.0,6.0,3.0,1.047619048,97.0,1.0,0.0,0.6,0.666666667,0.0,0.0,21.5,7.0,2.0,-1.0
6.0,1.0,0.0,14.0,22.0,15.0,5.0,9.0,5.0,2.0,146.0,0.0,0.0,0.0,0.5,0.0,0.0,23.33333333,4.0,2.3333,-1.0
7.0,1.0,4.0,20.0,32.0,9.0,17.0,4.0,5.0,0.5,220.0,1.0,0.0,0.0,0.333333333,0.0,0.0,30.14285714,7.0,2.5714,-1.0
3.0,1.0,0.0,11.0,26.0,1.0,2.0,9.0,2.0,0.5,158.0,1.0,0.0,0.0,0.5,0.0,0.0,51.33333333,11.0,3.6667,-1.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
4.0,1.0,0.0,78.0,4.0,6.0,78.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,3.0,0.0,5.0,9.0,4.0,0.0,5.0,3.0,0.666666667,31.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,6.5,1.0,0.5,-1.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
9.0,1.0,0.0,10.0,12.0,26.0,8.0,2.0,8.0,0.928571429,70.0,0.428571429,1.0,0.0,0.375,0.0,0.0,6.0,1.0,0.7778,-1.0
2.0,2.0,0.0,11.0,14.0,1.0,1.0,11.0,1.0,2.0,63.0,0.0,0.0,0.857142857,0.75,1.0,2.0,30.5,4.0,2.0,-1.0
3.0,2.0,0.0,9.0,15.0,3.0,0.0,9.0,3.0,2.0,50.0,0.0,0.0,0.75,0.555555556,0.0,0.0,15.66666667,4.0,1.6667,-1.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
5.0,3.0,0.0,12.0,19.0,6.0,4.0,8.0,4.0,0.75,159.0,1.0,0.0,0.571428571,0.75,0.0,0.0,30.6,9.0,3.2,-1.0
4.0,2.0,0.0,14.0,30.0,2.0,0.0,14.0,3.0,0.666666667,161.0,1.0,0.0,0.6,0.666666667,0.0,0.0,38.0,8.0,2.25,-1.0
8.0,2.0,0.0,21.0,64.0,0.0,1.0,21.0,4.0,0.535714286,570.0,1.0,1.0,0.333333333,0.404761905,1.0,2.0,69.75,4.0,1.625,-1.0
2.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,10.0,0.0,0.0,0.923076923,0.75,0.0,0.0,4.0,1.0,0.5,-1.0
4.0,1.0,0.0,11.0,23.0,2.0,1.0,10.0,2.0,0.583333333,101.0,1.0,0.0,0.0,0.333333333,0.0,0.0,23.25,4.0,1.25,-1.0
2.0,3.0,0.0,6.0,5.0,1.0,2.0,4.0,2.0,2.0,14.0,0.0,0.0,0.8,0.5,0.0,0.0,6.0,1.0,0.5,-1.0
7.0,1.0,0.0,9.0,22.0,5.0,0.0,9.0,7.0,0.7,114.0,1.0,1.0,0.0,0.392857143,0.0,0.0,14.57142857,5.0,1.4286,-1.0
