n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
2.0,5.0,2.0,0.0,1.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,12.0,1.0,0.0,13.0,0.0,20.13,10.91,2395.81,0.07,50.0,0.09,133.1,219.62,0.33,2.0,4.0,11.0,0.21,24.0,26.0,11.0,10.0,14.0,7.14,13.0,-1.0
1.0,7.0,3.0,0.0,0.0,10.0,4.0,0.36,4.0,2.5,2.0,0.5,14.0,3.0,0.67,11.0,1.0,24.61,12.71,3973.8,0.1,62.0,0.08,220.77,312.75,0.75,3.0,5.0,12.0,0.31,27.0,35.0,17.0,16.0,13.0,0.0,11.0,-1.0
30.0,36.0,21.0,1.0,6.0,32.0,27.0,0.22,16.0,2.0,27.0,1.0,78.0,8.0,0.27,122.0,1.0,63.2,42.84,115969.02,0.9,388.0,0.02,6442.72,2707.18,0.3,8.0,16.0,53.0,0.17,149.0,239.0,80.0,46.0,160.0,5.43,123.0,-1.0
1.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,15.23,5.0,380.74,0.03,20.0,0.2,21.15,76.15,0.5,1.0,2.0,8.0,0.18,10.0,10.0,7.0,7.0,11.0,22.22,7.0,-1.0
3.0,3.0,0.0,0.0,1.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,12.0,1.0,15.37,14.0,3013.13,0.07,49.0,0.07,167.4,215.22,0.5,1.0,2.0,5.0,0.12,21.0,28.0,9.0,12.0,17.0,7.69,12.0,-1.0
20.0,19.0,8.0,0.0,7.0,36.0,10.0,0.22,18.0,2.0,9.0,0.9,44.0,3.0,0.22,46.0,1.0,79.08,27.5,59806.2,0.72,335.0,0.04,3322.57,2174.77,0.3,9.0,18.0,36.0,0.14,143.0,192.0,65.0,25.0,74.0,13.21,46.0,-1.0
3.0,37.0,3.0,0.0,0.0,56.0,19.0,0.7,20.0,2.8,3.0,0.16,62.0,17.0,0.89,27.0,0.0,28.02,46.1,59529.74,0.43,238.0,0.02,3307.21,1291.45,0.89,18.0,28.0,45.0,0.61,88.0,150.0,21.0,22.0,31.0,0.0,27.0,-1.0
5.0,3.0,2.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,9.0,1.0,0.0,14.0,0.0,25.22,9.21,2138.11,0.08,50.0,0.11,118.78,232.19,0.5,1.0,2.0,9.0,0.1,17.0,33.0,12.0,13.0,20.0,0.0,14.0,-1.0
2.0,9.0,1.0,0.0,0.0,14.0,5.0,0.63,6.0,2.33,4.0,0.8,18.0,4.0,0.75,8.0,1.0,7.35,21.12,3281.21,0.05,38.0,0.05,182.29,155.32,0.8,4.0,7.0,15.0,0.45,13.0,25.0,4.0,13.0,11.0,0.0,8.0,-1.0
2.0,7.0,2.0,0.0,0.0,8.0,4.0,0.31,4.0,2.0,3.0,0.75,15.0,1.0,0.0,13.0,0.0,14.24,12.75,2314.39,0.06,42.0,0.08,128.58,181.52,0.25,2.0,4.0,13.0,0.25,17.0,25.0,8.0,12.0,16.0,0.0,13.0,-1.0
56.0,71.0,13.0,42.0,24.0,140.0,36.0,0.26,70.0,2.0,17.0,0.47,181.0,1.0,0.0,99.0,0.0,79.48,89.75,640223.79,2.38,1056.0,0.01,35567.99,7133.16,0.03,35.0,70.0,147.0,0.16,489.0,567.0,79.0,29.0,230.0,40.0,141.0,-1.0
16.0,11.0,13.0,3.0,6.0,24.0,6.0,0.1,12.0,2.0,5.0,0.83,45.0,1.0,0.0,59.0,0.0,66.95,25.45,43359.38,0.57,268.0,0.04,2408.85,1703.82,0.17,6.0,12.0,41.0,0.06,123.0,145.0,58.0,24.0,107.0,13.24,62.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,1.0,9.51,3.0,85.59,0.01,9.0,0.33,4.75,28.53,0.5,1.0,2.0,6.0,0.4,3.0,6.0,3.0,6.0,5.0,0.0,4.0,-1.0
4.0,3.0,2.0,0.0,7.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,9.0,1.0,0.0,11.0,0.0,19.04,16.39,5116.45,0.1,63.0,0.06,284.25,312.11,0.5,1.0,2.0,9.0,0.09,27.0,36.0,14.0,17.0,23.0,38.89,11.0,-1.0
2.0,5.0,3.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,10.0,1.0,0.0,12.0,0.0,18.35,8.33,1274.38,0.05,36.0,0.12,70.8,152.93,0.33,2.0,4.0,9.0,0.2,15.0,21.0,9.0,10.0,15.0,0.0,12.0,-1.0
1.0,17.0,4.0,0.0,0.0,30.0,9.0,0.47,14.0,2.14,4.0,0.44,36.0,9.0,1.0,19.0,0.0,26.08,25.85,17423.93,0.22,125.0,0.04,968.0,674.04,1.0,8.0,15.0,29.0,0.43,47.0,78.0,20.0,22.0,21.0,0.0,19.0,-1.0
3.0,15.0,8.0,0.0,0.0,28.0,8.0,0.38,14.0,2.0,6.0,0.75,36.0,5.0,0.57,21.0,0.0,37.88,20.9,16545.99,0.26,141.0,0.05,919.22,791.67,0.63,7.0,14.0,30.0,0.15,66.0,75.0,30.0,19.0,55.0,0.0,21.0,-1.0
10.0,3.0,5.0,0.0,2.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,10.0,1.0,0.0,22.0,1.0,49.53,9.52,4487.33,0.16,88.0,0.11,249.3,471.46,0.5,1.0,2.0,10.0,0.06,41.0,47.0,28.0,13.0,35.0,8.33,22.0,-1.0
8.0,5.0,0.0,1.0,8.0,8.0,3.0,0.43,2.0,4.0,1.0,0.33,7.0,1.0,0.0,6.0,0.0,15.72,11.0,1901.65,0.06,40.0,0.09,105.65,172.88,0.33,3.0,4.0,6.0,0.13,18.0,22.0,9.0,11.0,24.0,60.0,7.0,-1.0
1.0,5.0,5.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,16.0,3.0,1.0,13.0,0.0,35.93,5.63,1136.92,0.07,43.0,0.18,63.16,202.12,1.0,2.0,4.0,15.0,0.2,18.0,25.0,16.0,10.0,15.0,0.0,13.0,-1.0
1.0,36.0,2.0,1.0,0.0,56.0,21.0,0.42,28.0,2.0,6.0,0.29,77.0,9.0,0.4,49.0,4.0,35.67,65.77,154273.13,0.78,384.0,0.02,8570.73,2345.67,0.43,14.0,28.0,58.0,0.4,171.0,213.0,39.0,30.0,52.0,2.0,50.0,-1.0
18.0,15.0,8.0,0.0,5.0,28.0,8.0,0.22,14.0,2.0,7.0,0.88,35.0,3.0,0.29,37.0,1.0,64.45,24.23,37848.02,0.52,250.0,0.04,2102.67,1561.98,0.38,7.0,14.0,29.0,0.13,105.0,145.0,52.0,24.0,61.0,11.9,37.0,-1.0
19.0,19.0,7.0,0.0,8.0,36.0,10.0,0.2,18.0,2.0,10.0,1.0,45.0,3.0,0.22,49.0,1.0,81.98,25.56,53537.93,0.7,326.0,0.04,2974.33,2094.96,0.3,9.0,18.0,37.0,0.13,140.0,186.0,63.0,23.0,77.0,14.04,49.0,-1.0
26.0,21.0,3.0,0.0,0.0,40.0,11.0,0.18,20.0,2.0,11.0,1.0,57.0,8.0,0.7,61.0,0.0,87.87,24.78,53973.44,0.73,359.0,0.04,2998.52,2177.73,0.73,10.0,20.0,48.0,0.13,158.0,201.0,51.0,16.0,88.0,0.0,61.0,-1.0
2.0,143.0,8.0,0.0,0.0,186.0,72.0,1.24,88.0,2.11,71.0,0.99,221.0,70.0,0.97,58.0,0.0,89.69,33.23,99019.72,0.99,483.0,0.03,5501.1,2980.07,0.97,49.0,93.0,151.0,1.18,215.0,268.0,55.0,17.0,61.0,0.0,58.0,-1.0
0.0,7.0,0.0,0.0,0.0,12.0,4.0,0.29,6.0,2.0,1.0,0.25,13.0,1.0,0.0,14.0,2.0,13.04,18.56,4494.57,0.08,57.0,0.05,249.7,242.13,0.25,3.0,6.0,11.0,0.27,27.0,30.0,8.0,11.0,15.0,0.0,14.0,-1.0
1.0,7.0,2.0,0.0,0.0,12.0,4.0,0.36,6.0,2.0,3.0,0.75,17.0,4.0,1.0,11.0,1.0,16.45,14.3,3363.72,0.08,52.0,0.07,186.87,235.23,1.0,3.0,6.0,15.0,0.31,22.0,30.0,10.0,13.0,13.0,0.0,11.0,-1.0
2.0,13.0,5.0,0.0,3.0,22.0,7.0,0.35,10.0,2.2,4.0,0.57,28.0,7.0,1.0,20.0,1.0,25.13,19.0,9073.67,0.16,91.0,0.05,504.09,477.56,1.0,6.0,11.0,23.0,0.33,38.0,53.0,19.0,19.0,21.0,13.04,20.0,-1.0
1.0,3.0,0.0,1.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,19.12,6.0,688.28,0.04,31.0,0.17,38.24,114.71,0.5,1.0,2.0,6.0,0.14,14.0,17.0,7.0,6.0,14.0,8.33,12.0,-1.0
1.0,9.0,1.0,0.0,0.0,16.0,5.0,0.28,8.0,2.0,2.0,0.4,22.0,1.0,0.0,18.0,0.0,15.61,23.18,8390.28,0.12,77.0,0.04,466.13,361.93,0.2,4.0,8.0,19.0,0.25,34.0,43.0,11.0,15.0,20.0,0.0,18.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,0.0,18.6,6.5,786.03,0.04,29.0,0.15,43.67,120.93,0.5,1.0,2.0,7.0,0.18,13.0,16.0,9.0,9.0,11.0,0.0,10.0,-1.0
1.0,7.0,0.0,0.0,1.0,12.0,4.0,0.31,6.0,2.0,1.0,0.25,14.0,1.0,0.0,13.0,1.0,14.3,23.27,7746.14,0.11,70.0,0.04,430.34,332.84,0.25,3.0,6.0,12.0,0.25,32.0,38.0,11.0,16.0,16.0,7.14,13.0,-1.0
6.0,9.0,1.0,2.0,4.0,16.0,5.0,0.36,8.0,2.0,2.0,0.4,16.0,1.0,0.0,12.0,0.0,15.86,20.0,6345.71,0.11,66.0,0.05,352.54,317.29,0.2,4.0,8.0,13.0,0.2,30.0,36.0,12.0,16.0,25.0,33.33,14.0,-1.0
16.0,17.0,3.0,0.0,3.0,32.0,9.0,0.23,16.0,2.0,5.0,0.56,41.0,1.0,0.0,40.0,0.0,44.52,33.54,50068.96,0.5,247.0,0.03,2781.61,1492.97,0.11,8.0,16.0,34.0,0.15,110.0,137.0,41.0,25.0,60.0,6.98,40.0,-1.0
28.0,27.0,12.0,0.0,10.0,44.0,14.0,0.27,18.0,2.44,11.0,0.79,57.0,9.0,0.62,51.0,0.0,68.42,21.88,32737.87,0.5,245.0,0.05,1818.77,1496.59,0.64,13.0,24.0,45.0,0.16,100.0,145.0,48.0,21.0,90.0,16.39,51.0,-1.0
1.0,5.0,0.0,1.0,0.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,10.0,1.0,0.0,10.0,2.0,13.96,11.67,1899.9,0.05,36.0,0.09,105.55,162.85,0.33,2.0,4.0,9.0,0.23,15.0,21.0,9.0,14.0,13.0,9.09,11.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,16.61,3.0,149.49,0.02,15.0,0.33,8.3,49.83,0.5,1.0,2.0,6.0,0.17,4.0,11.0,4.0,6.0,12.0,0.0,11.0,-1.0
31.0,16.0,10.0,0.0,10.0,12.0,11.0,0.17,4.0,3.0,6.0,0.55,45.0,5.0,0.4,63.0,0.0,50.49,33.53,56756.57,0.56,267.0,0.03,3153.14,1692.74,0.45,4.0,7.0,36.0,0.1,114.0,153.0,51.0,30.0,105.0,13.7,63.0,-1.0
9.0,11.0,5.0,0.0,7.0,16.0,6.0,0.29,8.0,2.0,6.0,1.0,22.0,5.0,0.8,21.0,2.0,39.03,15.0,8781.18,0.2,110.0,0.07,487.84,585.41,0.83,4.0,8.0,18.0,0.16,50.0,60.0,25.0,15.0,38.0,25.0,21.0,-1.0
2.0,9.0,2.0,5.0,10.0,16.0,5.0,0.17,8.0,2.0,5.0,1.0,20.0,1.0,0.0,24.0,0.0,65.97,11.51,8745.73,0.25,136.0,0.09,485.87,759.55,0.2,4.0,8.0,17.0,0.12,62.0,74.0,35.0,13.0,42.0,38.46,29.0,-1.0
7.0,7.0,4.0,0.0,3.0,4.0,5.0,0.15,2.0,2.0,5.0,1.0,14.0,1.0,0.0,34.0,1.0,41.62,13.04,7074.24,0.18,100.0,0.08,393.01,542.63,0.2,1.0,2.0,11.0,0.11,44.0,56.0,27.0,16.0,45.0,8.1,34.0,-1.0
8.0,3.0,2.0,0.0,4.0,4.0,2.0,0.06,2.0,2.0,1.0,0.5,8.0,1.0,0.0,35.0,0.0,100.04,13.22,17485.4,0.44,213.0,0.08,971.41,1322.61,0.5,1.0,2.0,8.0,0.04,104.0,109.0,59.0,15.0,48.0,10.26,35.0,-1.0
10.0,3.0,5.0,2.0,0.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,9.0,1.0,0.0,26.0,0.0,65.33,14.63,13972.73,0.32,175.0,0.07,776.26,955.4,0.5,1.0,2.0,9.0,0.05,78.0,97.0,32.0,12.0,39.0,7.14,28.0,-1.0
13.0,17.0,5.0,0.0,5.0,32.0,9.0,0.27,16.0,2.0,6.0,0.67,33.0,1.0,0.0,33.0,1.0,48.43,10.0,4842.62,0.16,96.0,0.1,269.03,484.26,0.11,8.0,16.0,26.0,0.17,40.0,56.0,22.0,11.0,52.0,13.16,33.0,-1.0
