n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
5.0,4.0,0.0,1.0,9.0,10.0,1.0,0.0,3.0,0.75,81.0,1.0,0.0,0.924528302,0.44,2.0,2.0,15.0,5.0,2.0,-1.0
6.0,3.0,0.0,5.0,35.0,0.0,0.0,5.0,3.0,0.866666667,300.0,1.0,0.0,0.880952381,0.444444444,1.0,1.0,48.5,1.0,0.8333,-1.0
2.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.947368421,0.75,1.0,1.0,2.5,1.0,0.5,-1.0
6.0,1.0,0.0,14.0,24.0,15.0,14.0,0.0,5.0,1.0,116.0,0.0,0.0,0.0,0.3,0.0,0.0,18.16666667,2.0,1.0,-1.0
7.0,4.0,2.0,10.0,23.0,3.0,2.0,8.0,6.0,0.666666667,139.0,1.0,2.0,0.853658537,0.428571429,1.0,3.0,18.28571429,4.0,1.7143,-1.0
8.0,3.0,0.0,6.0,28.0,8.0,0.0,6.0,7.0,0.714285714,221.0,1.0,1.0,0.840909091,0.5,2.0,2.0,26.125,6.0,1.75,-1.0
5.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,3.0,0.5,108.0,1.0,0.0,0.0,0.533333333,0.0,0.0,20.2,3.0,1.4,-1.0
8.0,1.0,33.0,59.0,14.0,20.0,58.0,1.0,7.0,0.714285714,87.0,1.0,0.0,0.0,0.6875,0.0,0.0,9.625,5.0,1.5,-1.0
4.0,2.0,0.0,6.0,14.0,2.0,1.0,5.0,4.0,0.666666667,68.0,1.0,1.0,0.75,0.5,0.0,0.0,15.5,1.0,0.75,-1.0
7.0,3.0,0.0,6.0,26.0,15.0,2.0,5.0,6.0,0.833333333,237.0,0.5,0.0,0.860465116,0.285714286,1.0,1.0,32.57142857,1.0,0.8571,-1.0
35.0,3.0,0.0,14.0,90.0,519.0,4.0,10.0,25.0,0.909090909,815.0,1.0,3.0,0.536231884,0.171428571,0.0,0.0,21.97142857,7.0,1.4,-1.0
4.0,1.0,0.0,1.0,13.0,6.0,0.0,1.0,4.0,2.0,45.0,0.0,0.0,0.0,0.625,0.0,0.0,10.25,2.0,1.0,-1.0
