n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
5.0,3.0,3.0,0.0,4.0,0.0,2.0,0.13,0.0,0.0,1.0,0.5,8.0,1.0,0.0,15.0,0.0,60.71,7.71,3612.83,0.16,88.0,0.13,200.71,468.33,0.5,0.0,0.0,8.0,0.08,36.0,52.0,28.0,12.0,26.0,21.05,15.0,-1.0
0.0,31.0,5.0,0.0,0.0,0.0,16.0,0.33,0.0,0.0,15.0,0.94,76.0,1.0,0.0,48.0,0.0,32.38,34.36,38239.73,0.37,246.0,0.03,2124.43,1112.8,0.06,0.0,0.0,62.0,0.3,63.0,183.0,11.0,12.0,54.0,0.0,48.0,-1.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,1.0,0.0,0.0,3.0,0.17,3.0,4.0,3.0,4.0,6.0,0.0,2.0,-1.0
3.0,4.0,3.0,0.0,1.0,0.0,3.0,0.15,0.0,0.0,3.0,1.0,9.0,1.0,0.0,20.0,1.0,27.92,10.27,2942.64,0.1,59.0,0.1,163.48,286.62,0.33,0.0,0.0,8.0,0.12,22.0,37.0,15.0,14.0,26.0,4.76,20.0,-1.0
9.0,17.0,4.0,3.0,4.0,0.0,10.0,0.32,0.0,0.0,7.0,0.7,38.0,1.0,0.0,28.0,0.0,23.15,29.25,19806.66,0.23,138.0,0.03,1100.37,677.15,0.1,0.0,0.0,30.0,0.2,39.0,99.0,12.0,18.0,50.0,20.0,31.0,-1.0
4.0,5.0,1.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,2.0,0.67,11.0,1.0,0.0,10.0,0.0,21.06,5.85,720.66,0.04,29.0,0.17,40.04,123.19,0.33,2.0,4.0,10.0,0.19,13.0,16.0,10.0,9.0,16.0,0.0,10.0,-1.0
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,3.0,0.13,1.0,3.0,1.0,3.0,8.0,33.33,2.0,-1.0
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,2.0,0.67,11.0,1.0,0.0,7.0,0.0,20.26,8.64,1513.68,0.06,42.0,0.12,84.09,175.14,0.33,0.0,0.0,10.0,0.21,11.0,31.0,7.0,11.0,14.0,0.0,7.0,-1.0
2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.33,0.0,0.0,1.0,0.33,9.0,1.0,0.0,9.0,1.0,12.72,10.31,1352.83,0.04,29.0,0.1,75.16,131.18,0.33,0.0,0.0,8.0,0.23,11.0,18.0,8.0,15.0,13.0,0.0,9.0,-1.0
6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,3.0,1.0,0.0,8.0,1.0,25.29,7.22,1319.22,0.06,43.0,0.14,73.29,182.66,1.0,0.0,0.0,4.0,0.06,13.0,30.0,9.0,10.0,18.0,20.0,8.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,7.92,6.0,285.29,0.02,15.0,0.17,15.85,47.55,0.5,1.0,2.0,6.0,0.25,6.0,9.0,3.0,6.0,8.0,0.0,5.0,-1.0
2.0,21.0,3.0,0.0,0.0,0.0,11.0,0.55,0.0,0.0,3.0,0.27,42.0,3.0,0.2,20.0,0.0,21.13,30.33,19439.18,0.21,138.0,0.03,1079.95,640.85,0.27,0.0,0.0,33.0,0.46,56.0,82.0,12.0,13.0,24.0,0.0,20.0,-1.0
13.0,11.0,3.0,3.0,5.0,20.0,6.0,0.21,10.0,2.0,3.0,0.5,27.0,1.0,0.0,25.0,0.0,29.42,20.92,12878.64,0.21,121.0,0.05,715.48,615.58,0.17,5.0,10.0,23.0,0.13,53.0,68.0,19.0,15.0,48.0,24.24,28.0,-1.0
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,6.0,1.0,0.0,13.0,0.0,12.62,8.8,976.92,0.04,30.0,0.11,54.27,111.01,0.5,1.0,2.0,6.0,0.11,11.0,19.0,5.0,8.0,19.0,0.0,13.0,-1.0
16.0,13.0,4.0,0.0,1.0,24.0,7.0,0.37,12.0,2.0,6.0,0.86,31.0,6.0,0.83,19.0,0.0,28.97,19.29,10774.31,0.19,115.0,0.05,598.57,558.67,0.86,6.0,12.0,26.0,0.17,36.0,79.0,14.0,15.0,42.0,5.0,19.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,0.0,13.2,6.67,586.67,0.03,22.0,0.15,32.59,88.0,0.5,1.0,2.0,7.0,0.2,8.0,14.0,6.0,10.0,10.0,0.0,7.0,-1.0
1.0,7.0,1.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,2.0,0.5,13.0,3.0,0.67,8.0,1.0,13.09,15.56,3166.49,0.07,45.0,0.06,175.92,203.56,0.75,0.0,0.0,11.0,0.36,20.0,25.0,9.0,14.0,11.0,0.0,8.0,-1.0
1.0,5.0,1.0,0.0,0.0,4.0,3.0,0.23,2.0,2.0,2.0,0.67,10.0,1.0,0.0,13.0,1.0,17.72,8.91,1406.67,0.05,34.0,0.11,78.15,157.89,0.33,1.0,2.0,9.0,0.19,14.0,20.0,11.0,14.0,16.0,0.0,13.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,16.71,33.75,19031.2,0.19,163.0,0.03,1057.29,563.89,1.0,0.0,0.0,2.0,0.07,81.0,82.0,6.0,5.0,15.0,0.0,10.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,3.0,20.31,24.0,11696.19,0.16,128.0,0.04,649.79,487.34,1.0,0.0,0.0,2.0,0.07,64.0,64.0,8.0,6.0,15.0,11.11,8.0,-1.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,12.85,3.5,157.4,0.01,13.0,0.29,8.74,44.97,1.0,0.0,0.0,3.0,0.2,4.0,9.0,4.0,7.0,5.0,66.67,2.0,-1.0
8.0,143.0,14.0,3.0,0.0,0.0,73.0,0.51,0.0,0.0,60.0,0.82,357.0,15.0,0.19,139.0,0.0,104.26,72.74,551711.63,2.53,1052.0,0.01,30650.65,7584.34,0.21,0.0,0.0,286.0,0.48,507.0,545.0,115.0,33.0,151.0,2.11,142.0,-1.0
5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,3.0,19.64,5.5,594.0,0.04,27.0,0.18,33.0,108.0,1.0,0.0,0.0,3.0,0.05,11.0,16.0,8.0,8.0,19.0,22.22,9.0,-1.0
11.0,1.0,7.0,0.0,18.0,0.0,1.0,0.08,0.0,0.0,1.0,1.0,11.0,1.0,0.0,12.0,0.0,61.38,3.63,809.5,0.07,48.0,0.28,44.97,222.91,1.0,0.0,0.0,12.0,0.02,23.0,25.0,19.0,6.0,43.0,60.0,12.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,2.0,14.99,5.33,426.42,0.03,21.0,0.19,23.69,79.95,1.0,0.0,0.0,3.0,0.08,8.0,13.0,6.0,8.0,12.0,0.0,10.0,-1.0
1.0,7.0,3.0,0.0,0.0,0.0,4.0,0.36,0.0,0.0,3.0,0.75,16.0,1.0,0.0,11.0,0.0,25.52,11.7,3493.09,0.1,66.0,0.09,194.06,298.56,0.25,0.0,0.0,14.0,0.22,18.0,48.0,10.0,13.0,18.0,0.0,11.0,-1.0
3.0,11.0,1.0,2.0,5.0,20.0,6.0,0.21,10.0,2.0,4.0,0.67,25.0,1.0,0.0,26.0,0.0,30.3,37.24,42015.91,0.38,215.0,0.03,2334.22,1128.3,0.17,5.0,10.0,21.0,0.16,92.0,123.0,21.0,17.0,38.0,21.21,28.0,-1.0
3.0,9.0,4.0,0.0,1.0,16.0,5.0,0.45,6.0,2.67,3.0,0.6,18.0,4.0,0.75,11.0,1.0,17.34,11.9,2455.25,0.07,45.0,0.08,136.4,206.32,0.8,5.0,8.0,15.0,0.29,17.0,28.0,10.0,14.0,17.0,8.33,11.0,-1.0
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,18.28,5.0,456.88,0.03,24.0,0.2,25.38,91.38,1.0,0.0,0.0,3.0,0.08,10.0,14.0,7.0,7.0,12.0,0.0,7.0,-1.0
